name,period,title,description,id,value,datetime_insights_pulled
saved,lifetime,Saved,The number of saves of your post.,17899537082939782,9,2025-03-14 11:38:33
shares,lifetime,Shares,The number of shares of your post.,17899537082939782,1,2025-03-14 11:38:33
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17899537082939782,113,2025-03-14 11:38:33
views,lifetime,Views,The number of times your post was played or displayed.,17899537082939782,0,2025-03-14 11:38:33
comments,lifetime,Comments,The number of comments on your post.,18084660298418346,3,2025-03-14 11:38:33
follows,lifetime,Follows,This is how many accounts started following you.,18084660298418346,1,2025-03-14 11:38:33
likes,lifetime,Likes,The number of likes on your post.,18084660298418346,119,2025-03-14 11:38:33
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18084660298418346,0,2025-03-14 11:38:33
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18084660298418346,28,2025-03-14 11:38:33
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18084660298418346,1770,2025-03-14 11:38:33
saved,lifetime,Saved,The number of saves of your post.,18084660298418346,6,2025-03-14 11:38:33
shares,lifetime,Shares,The number of shares of your post.,18084660298418346,2,2025-03-14 11:38:33
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18084660298418346,130,2025-03-14 11:38:33
views,lifetime,Views,The number of times your post was played or displayed.,18084660298418346,0,2025-03-14 11:38:33
comments,lifetime,Comments,The number of comments on your post.,17997037112236958,5,2025-03-14 11:38:33
follows,lifetime,Follows,This is how many accounts started following you.,17997037112236958,16,2025-03-14 11:38:33
likes,lifetime,Likes,The number of likes on your post.,17997037112236958,558,2025-03-14 11:38:33
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17997037112236958,0,2025-03-14 11:38:33
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,17997037112236958,297,2025-03-14 11:38:33
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",17997037112236958,12882,2025-03-14 11:38:33
saved,lifetime,Saved,The number of saves of your post.,17997037112236958,60,2025-03-14 11:38:33
shares,lifetime,Shares,The number of shares of your post.,17997037112236958,16,2025-03-14 11:38:33
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17997037112236958,639,2025-03-14 11:38:33
views,lifetime,Views,The number of times your post was played or displayed.,17997037112236958,0,2025-03-14 11:38:33
comments,lifetime,Comments,The number of comments on your reel.,18055399198480854,1,2025-03-14 11:38:34
ig_reels_avg_watch_time,lifetime,Reels Average Watch Time (milliseconds),This body communicates the definition for reels average watch time,18055399198480854,6810,2025-03-14 11:38:34
ig_reels_video_view_total_time,lifetime,Video View Total Time (milliseconds),This body communicates the definition for reels video view watch time,18055399198480854,14492166,2025-03-14 11:38:34
likes,lifetime,Likes,The number of likes on your reel.,18055399198480854,152,2025-03-14 11:38:34
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this reel, at least once. Reach is different from impressions, which may include multiple views of your reel by the same accounts. This metric is estimated.",18055399198480854,2395,2025-03-14 11:38:34
saved,lifetime,Saved,The number of saves of your reel.,18055399198480854,7,2025-03-14 11:38:34
shares,lifetime,Shares,The number of shares of your reel.,18055399198480854,3,2025-03-14 11:38:34
total_interactions,lifetime,Reels interactions,"The number of likes, saves, comments and shares on your reels minus the number of unlikes, unsaves and deleted comments.",18055399198480854,163,2025-03-14 11:38:34
views,lifetime,Views,The number of times your reels was played or displayed,18055399198480854,3342,2025-03-14 11:38:34
comments,lifetime,Comments,The number of comments on your post.,18280666978090357,17,2025-03-14 11:38:34
follows,lifetime,Follows,This is how many accounts started following you.,18280666978090357,12,2025-03-14 11:38:34
likes,lifetime,Likes,The number of likes on your post.,18280666978090357,440,2025-03-14 11:38:34
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18280666978090357,0,2025-03-14 11:38:34
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18280666978090357,204,2025-03-14 11:38:34
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18280666978090357,4532,2025-03-14 11:38:34
saved,lifetime,Saved,The number of saves of your post.,18280666978090357,33,2025-03-14 11:38:34
shares,lifetime,Shares,The number of shares of your post.,18280666978090357,15,2025-03-14 11:38:34
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18280666978090357,505,2025-03-14 11:38:34
views,lifetime,Views,The number of times your post was played or displayed.,18280666978090357,0,2025-03-14 11:38:34
comments,lifetime,Comments,The number of comments on your post.,18000145058172322,7,2025-03-14 11:38:35
follows,lifetime,Follows,This is how many accounts started following you.,18000145058172322,25,2025-03-14 11:38:35
likes,lifetime,Likes,The number of likes on your post.,18000145058172322,448,2025-03-14 11:38:35
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18000145058172322,1,2025-03-14 11:38:35
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18000145058172322,327,2025-03-14 11:38:35
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18000145058172322,6690,2025-03-14 11:38:35
saved,lifetime,Saved,The number of saves of your post.,18000145058172322,47,2025-03-14 11:38:35
shares,lifetime,Shares,The number of shares of your post.,18000145058172322,9,2025-03-14 11:38:35
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18000145058172322,511,2025-03-14 11:38:35
views,lifetime,Views,The number of times your post was played or displayed.,18000145058172322,0,2025-03-14 11:38:35
comments,lifetime,Comments,The number of comments on your post.,17902161773840887,5,2025-03-14 11:38:35
follows,lifetime,Follows,This is how many accounts started following you.,17902161773840887,8,2025-03-14 11:38:35
likes,lifetime,Likes,The number of likes on your post.,17902161773840887,173,2025-03-14 11:38:35
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17902161773840887,0,2025-03-14 11:38:35
